3.927645273506641388e-03,5.111603066325187683e-02,1.012650877237319946e-02,-6.881480664014816284e-02,1.159485802054405212e-01,-3.083007223904132843e-02,-1.290606409311294556e-01,-7.139907777309417725e-02,1.899240911006927490e-02,6.383635103702545166e-02,-8.877864480018615723e-02,-1.645644903182983398e-01,1.016431450843811035e-01,3.814795613288879395e-02,5.065040662884712219e-03,9.646932035684585571e-02,1.201020106673240662e-01,-1.507379859685897827e-01,-2.117782644927501678e-02,7.384030520915985107e-02,1.904985308647155762e-02,8.922632038593292236e-02,-1.171919777989387512e-01,-1.751735247671604156e-02,3.361591696739196777e-02,1.522301416844129562e-02,5.027912929654121399e-02,2.453964203596115112e-02,8.689808845520019531e-02,6.645701080560684204e-02,-2.079031988978385925e-02,4.985478147864341736e-02,2.227731049060821533e-02,-3.613829612731933594e-02,6.766204722225666046e-03,-1.137014627456665039e-01,1.189237013459205627e-01,4.722769558429718018e-02,1.069691255688667297e-01,2.071657683700323105e-03,5.744864791631698608e-02,-3.249246254563331604e-02,1.045408323407173157e-01,7.941674441099166870e-02,-1.032329946756362915e-01,-3.212765231728553772e-02,-6.696478277444839478e-02,-8.685325086116790771e-02,-8.953666687011718750e-02,6.698052585124969482e-02,-4.068553447723388672e-02
1.479928046464920044e-01,-1.721891909837722778e-01,-4.239982366561889648e-02,4.973445832729339600e-02,3.814428672194480896e-02,2.052451521158218384e-01,1.800271123647689819e-01,1.688152551651000977e-02,4.635623097419738770e-02,-1.262378692626953125e-01,1.969453543424606323e-01,1.071620266884565353e-02,-2.408268302679061890e-02,2.242991477251052856e-01,-3.463160246610641479e-02,-3.747442737221717834e-02,2.926112525165081024e-02,8.047308027744293213e-02,5.656901746988296509e-02,-2.428098767995834351e-01,1.699718832969665527e-02,-2.939533442258834839e-02,-4.654771089553833008e-02,-4.067151620984077454e-02,-9.450178593397140503e-02,1.880873441696166992e-01,-1.285249646753072739e-02,-1.323542594909667969e-01,3.872270509600639343e-02,-2.225769609212875366e-01,1.278928369283676147e-01,-1.033698990941047668e-01,5.336680635809898376e-02,-1.416206359863281250e-01,-4.770570620894432068e-02,-5.851407349109649658e-02,-6.040645390748977661e-02,-3.851421922445297241e-02,-6.525575369596481323e-02,5.912221968173980713e-02,1.269773244857788086e-01,4.653745796531438828e-03,-7.739922404289245605e-02,1.240506246685981750e-01,-9.506681561470031738e-02,-1.059053167700767517e-01,-9.898557513952255249e-02,-2.732650376856327057e-02,-1.825807057321071625e-02,5.920228362083435059e-02,5.718872696161270142e-02
3.515625372529029846e-02,3.617357462644577026e-02,-9.229052811861038208e-02,8.916107937693595886e-03,-8.832561224699020386e-02,-3.874051198363304138e-02,-8.716524392366409302e-02,-1.420466750860214233e-01,-1.175460070371627808e-01,-3.424784913659095764e-02,-1.061006635427474976e-01,4.009294137358665466e-02,7.551955431699752808e-02,2.351410314440727234e-02,-1.049214079976081848e-01,5.139253661036491394e-02,7.403644919395446777e-02,5.735513288527727127e-03,-1.732236705720424652e-02,1.162749975919723511e-01,9.030222892761230469e-02,9.140852838754653931e-03,6.199133768677711487e-02,3.561089932918548584e-02,5.635194852948188782e-02,9.029852598905563354e-02,-6.787803024053573608e-02,-1.292837113142013550e-01,9.108691662549972534e-02,-1.094039529561996460e-01,9.951480478048324585e-02,-7.542888075113296509e-02,-3.545771539211273193e-02,-3.702707961201667786e-02,9.709780663251876831e-02,8.678027242422103882e-02,2.665710821747779846e-02,7.018471509218215942e-02,5.033118277788162231e-02,-2.266704570502042770e-03,-7.690381258726119995e-02,-2.793680876493453979e-02,-8.173642307519912720e-02,1.013872250914573669e-01,6.185901002027094364e-04,-9.142978489398956299e-02,3.739370778203010559e-02,1.041436269879341125e-01,4.244884848594665527e-02,7.632545381784439087e-02,1.164657920598983765e-01
-9.058990329504013062e-02,6.519754230976104736e-02,-5.733189359307289124e-02,-4.563822969794273376e-02,-3.084796294569969177e-02,-1.286125481128692627e-01,-1.239865571260452271e-01,4.108703881502151489e-02,-6.186799332499504089e-02,1.276324391365051270e-01,-1.083279177546501160e-01,-1.109486147761344910e-01,1.129115819931030273e-01,-2.123257666826248169e-01,-4.031292628496885300e-03,-3.204965963959693909e-02,-4.447799548506736755e-02,-4.683245345950126648e-02,-1.080633923411369324e-01,1.882631629705429077e-01,-3.112559206783771515e-02,6.369440257549285889e-02,-1.558420434594154358e-02,1.422931104898452759e-01,-1.455777324736118317e-02,5.026110634207725525e-02,1.428155004978179932e-01,2.741833627223968506e-01,-1.268065124750137329e-01,3.990166261792182922e-02,-7.644474972039461136e-03,2.021286170929670334e-03,-1.004507914185523987e-01,1.705138236284255981e-01,3.576315566897392273e-02,8.204338699579238892e-02,-8.616411685943603516e-02,-2.469567582011222839e-02,1.033067610114812851e-02,-1.115250140428543091e-01,1.513492036610841751e-02,3.734257817268371582e-02,-1.122943386435508728e-01,-9.589896351099014282e-02,1.154547836631536484e-02,1.302587334066629410e-02,7.316435128450393677e-02,8.150389045476913452e-02,1.087754368782043457e-01,7.502596825361251831e-02,-3.830292075872421265e-02
1.184013783931732178e-01,2.905300445854663849e-02,-7.701199501752853394e-02,-1.453041285276412964e-02,-7.709258794784545898e-02,-2.920974418520927429e-02,8.989010006189346313e-03,-1.014496311545372009e-01,-4.328452050685882568e-02,1.826348006725311279e-01,-3.878680616617202759e-02,9.421614557504653931e-02,-2.041265070438385010e-01,7.313837856054306030e-02,1.866865754127502441e-01,-1.896092146635055542e-01,6.118168309330940247e-02,1.054774522781372070e-01,-9.035776555538177490e-02,2.146145701408386230e-02,9.439390152692794800e-02,-7.935234159231185913e-02,-2.770465426146984100e-02,-3.500279411673545837e-02,6.028184667229652405e-02,1.305073201656341553e-01,6.331532448530197144e-02,-6.510324776172637939e-02,-1.338576376438140869e-01,-2.149566449224948883e-02,1.102905049920082092e-01,-3.633461520075798035e-02,-7.065755873918533325e-02,2.217660471796989441e-02,-1.259335875511169434e-01,3.551796823740005493e-02,4.229838028550148010e-02,-6.257271766662597656e-02,4.330853372812271118e-02,-6.606037914752960205e-02,-1.008022204041481018e-01,-4.422328993678092957e-02,1.175567135214805603e-01,1.080217286944389343e-01,-5.035626888275146484e-02,-9.148030728101730347e-02,-1.127080293372273445e-03,-4.533972218632698059e-02,-8.659884333610534668e-02,-2.412340603768825531e-02,-5.392204597592353821e-02
1.067740004509687424e-02,1.468509882688522339e-01,-6.599771231412887573e-02,-2.199906855821609497e-03,5.412513390183448792e-02,6.588030140846967697e-03,-8.584059029817581177e-02,2.191840484738349915e-02,-3.022484295070171356e-02,9.939727187156677246e-02,-1.858641803264617920e-01,-1.630903929471969604e-01,-1.183171756565570831e-02,-4.797317832708358765e-02,1.292650103569030762e-01,2.075121365487575531e-02,-8.456434309482574463e-02,-3.747978806495666504e-02,8.957698941230773926e-03,-6.668773014098405838e-03,8.666801452636718750e-02,-9.769485145807266235e-02,9.457712620496749878e-02,1.069670356810092926e-02,-9.940536692738533020e-03,7.656139880418777466e-02,-9.903659671545028687e-02,-7.967561483383178711e-02,-7.669578492641448975e-02,9.114041179418563843e-02,-6.256641447544097900e-02,5.448355898261070251e-02,-6.423278152942657471e-02,3.607314079999923706e-02,3.939034417271614075e-02,7.926045358180999756e-02,7.241724431514739990e-02,-6.934157013893127441e-02,9.027575701475143433e-02,1.027174387127161026e-02,2.718236669898033142e-02,-6.144124269485473633e-02,4.609021171927452087e-02,-1.486404333263635635e-02,5.746500194072723389e-02,-3.303609415888786316e-02,3.605547174811363220e-02,6.110168527811765671e-03,-5.710479989647865295e-02,9.961490333080291748e-02,5.186733230948448181e-02
-9.430754929780960083e-02,-2.731851674616336823e-02,2.111549116671085358e-02,-1.267092525959014893e-01,-2.637381665408611298e-02,7.792215794324874878e-03,1.089882757514715195e-02,3.964376822113990784e-02,-1.014969684183597565e-02,-6.121372058987617493e-02,-1.521967947483062744e-01,-3.062276402488350868e-03,7.944788038730621338e-02,-1.518553197383880615e-01,-1.343407630920410156e-01,5.620122700929641724e-02,1.072436049580574036e-01,1.141313165426254272e-01,2.312143743038177490e-01,-1.068765670061111450e-01,6.523270625621080399e-03,-4.858770594000816345e-02,-9.846293926239013672e-02,1.740962266921997070e-02,-7.899458706378936768e-02,-9.289178252220153809e-02,3.618172928690910339e-02,-2.903341781347990036e-03,2.359661459922790527e-02,-6.970570981502532959e-02,-2.183459140360355377e-02,3.302039206027984619e-02,-4.209400713443756104e-02,1.248425766825675964e-01,1.178150027990341187e-01,-1.005640700459480286e-01,5.738241970539093018e-02,4.311722144484519958e-02,7.831550203263759613e-03,4.557817708700895309e-03,-3.497560322284698486e-02,1.311412546783685684e-02,1.074309572577476501e-01,-7.058103382587432861e-02,8.302944898605346680e-02,5.680716410279273987e-02,-3.370584547519683838e-02,2.443829365074634552e-02,1.433201786130666733e-02,3.391246125102043152e-02,1.355725806206464767e-03
-1.258964687585830688e-01,7.652456313371658325e-02,2.600467577576637268e-02,-1.623689234256744385e-01,-1.420995406806468964e-02,-1.811219155788421631e-01,2.169818989932537079e-02,-4.863643273711204529e-02,-2.012687735259532928e-02,4.962661489844322205e-02,-8.374894410371780396e-02,4.001333564519882202e-02,-5.345651879906654358e-03,-1.181461587548255920e-01,6.382876634597778320e-02,-5.187338590621948242e-02,-1.326022297143936157e-01,-2.971739508211612701e-02,6.545283645391464233e-02,1.892527565360069275e-02,-6.670513749122619629e-02,5.599217489361763000e-02,1.369432955980300903e-01,1.208739355206489563e-01,-3.514132462441921234e-03,-2.338401228189468384e-02,-4.772766306996345520e-02,4.630685225129127502e-02,2.890320308506488800e-02,1.259501557797193527e-02,-9.967747330665588379e-02,-5.777791887521743774e-02,-5.457326769828796387e-02,-3.468377515673637390e-02,-7.692583650350570679e-02,-7.321100682020187378e-02,-5.182025209069252014e-02,-4.352404922246932983e-02,6.188903376460075378e-02,-1.221039053052663803e-02,-8.128274977207183838e-02,1.022409871220588684e-01,3.344806283712387085e-02,-3.331275656819343567e-02,-7.973830401897430420e-02,8.625692874193191528e-02,1.169642731547355652e-01,2.244790550321340561e-03,-1.169901043176651001e-01,5.597553402185440063e-02,2.383104711771011353e-02
1.644718199968338013e-01,2.618924342095851898e-02,1.099449209868907928e-02,1.847940236330032349e-01,-6.971372663974761963e-02,-2.573389373719692230e-02,-4.391998052597045898e-02,8.607648313045501709e-03,1.059524267911911011e-01,-5.923535302281379700e-02,-1.041091885417699814e-02,1.231474876403808594e-01,-6.412503123283386230e-02,8.051816374063491821e-02,1.241321638226509094e-01,-3.606265410780906677e-02,-1.106496825814247131e-01,-2.066083066165447235e-02,-1.092196032404899597e-01,-1.453261356800794601e-02,-6.805729866027832031e-02,-7.388979196548461914e-02,-1.199357286095619202e-01,-1.661640033125877380e-02,-1.055383980274200439e-01,9.348676353693008423e-02,2.381969802081584930e-02,-1.454762518405914307e-01,1.783910989761352539e-01,-6.522636860609054565e-02,1.783244162797927856e-01,1.370879728347063065e-02,-3.244466148316860199e-03,-7.869429886341094971e-02,-8.863300085067749023e-02,-1.170951277017593384e-01,-1.315844655036926270e-01,1.092423722147941589e-01,4.212510958313941956e-02,4.809809103608131409e-02,1.049988567829132080e-01,4.508440941572189331e-02,-5.383420735597610474e-02,2.273656660690903664e-03,7.627113908529281616e-02,7.796835899353027344e-02,-6.147605925798416138e-02,-3.645726293325424194e-02,-1.098979413509368896e-01,6.399773061275482178e-02,9.757394343614578247e-02
2.407476678490638733e-02,-7.707161456346511841e-02,9.346405416727066040e-02,2.241577506065368652e-01,-1.989776454865932465e-02,2.571469843387603760e-01,-2.251899614930152893e-02,1.552432309836149216e-02,-6.835501641035079956e-02,-8.579346537590026855e-02,1.885503530502319336e-01,5.502600967884063721e-02,3.716678172349929810e-02,1.779484748840332031e-01,1.199370175600051880e-01,-9.899534285068511963e-02,1.488961186259984970e-02,7.092250138521194458e-02,4.886325076222419739e-02,1.221424620598554611e-02,-3.245012834668159485e-03,2.001991122961044312e-02,-9.324821084737777710e-02,-3.318403661251068115e-02,-5.031631141901016235e-02,9.088012576103210449e-02,-1.184040158987045288e-01,-1.092824861407279968e-01,-2.564841136336326599e-02,7.348560541868209839e-02,-7.158052921295166016e-02,-1.272115409374237061e-01,1.437283903360366821e-01,6.371229141950607300e-02,2.836576662957668304e-03,1.225989013910293579e-01,-1.170923635363578796e-01,-9.154899418354034424e-02,-1.097855158150196075e-03,-6.107646226882934570e-02,-3.921095654368400574e-02,-9.864097088575363159e-02,-5.663472041487693787e-02,9.456118941307067871e-02,7.709929253906011581e-03,-4.127027839422225952e-02,-2.798980474472045898e-02,2.115598320960998535e-02,-2.644441835582256317e-02,9.866869449615478516e-02,-2.128801494836807251e-02
-6.997831910848617554e-02,-3.116761520504951477e-02,-1.570262014865875244e-02,3.174030780792236328e-02,7.423083484172821045e-02,-9.016360156238079071e-03,3.182911127805709839e-02,1.441191881895065308e-01,-5.154735967516899109e-02,5.491463933140039444e-03,6.287589669227600098e-03,1.109321266412734985e-01,6.007364392280578613e-02,-1.314074993133544922e-01,1.248246505856513977e-01,2.417679131031036377e-02,-1.644808799028396606e-02,-9.179543703794479370e-02,2.394373565912246704e-01,2.058493159711360931e-02,-1.011492684483528137e-01,-1.262511759996414185e-01,1.325103454291820526e-02,3.466739505529403687e-02,8.846741914749145508e-02,-6.825269013643264771e-02,3.485340997576713562e-02,1.096172332763671875e-01,8.097349107265472412e-02,-5.841731280088424683e-02,-1.686880886554718018e-01,-1.120584979653358459e-01,-8.699387311935424805e-02,3.896044567227363586e-02,4.072838276624679565e-02,-7.860464975237846375e-03,-1.912275701761245728e-02,7.270234823226928711e-02,1.335218828171491623e-02,1.816453225910663605e-02,-8.799591660499572754e-02,2.343185059726238251e-02,-1.168656870722770691e-01,-9.603933244943618774e-02,-7.227363437414169312e-02,2.450217679142951965e-02,-7.868961244821548462e-02,8.076556026935577393e-02,9.128227084875106812e-02,1.937962137162685394e-02,-4.182099178433418274e-02
1.266154497861862183e-01,-1.522498670965433121e-02,1.190779656171798706e-01,-1.271860394626855850e-02,-5.195635184645652771e-02,-5.605509504675865173e-03,-8.244495093822479248e-02,7.295119762420654297e-02,3.331148251891136169e-02,-1.288517117500305176e-01,8.505595847964286804e-03,-8.715596050024032593e-02,1.367863416671752930e-01,6.009199842810630798e-02,-2.251967042684555054e-02,-4.504200071096420288e-02,9.937875904142856598e-03,-7.830528169870376587e-02,1.058012843132019043e-01,-1.736132800579071045e-01,-9.726600348949432373e-02,-1.302050352096557617e-01,-4.924381896853446960e-02,-7.927610538899898529e-03,-7.554420270025730133e-03,1.023292168974876404e-02,-3.911612927913665771e-02,-1.692130863666534424e-01,9.082692116498947144e-02,-1.231863796710968018e-01,-3.254089504480361938e-02,-8.348319679498672485e-02,5.149526149034500122e-02,4.910486191511154175e-02,3.980534523725509644e-02,-3.099801205098628998e-02,-5.723584443330764771e-02,9.881383180618286133e-02,4.686804115772247314e-02,4.113984107971191406e-02,-1.211501210927963257e-01,6.278047710657119751e-02,-1.056379303336143494e-01,8.269305527210235596e-02,-2.908361330628395081e-02,9.592790156602859497e-02,-8.201803267002105713e-02,-1.552762370556592941e-02,6.022621691226959229e-02,3.783332183957099915e-02,1.206652447581291199e-01
-1.413977593183517456e-01,7.302210479974746704e-02,3.200779482722282410e-02,-1.280750241130590439e-02,1.246607527136802673e-01,2.662660740315914154e-02,3.137594461441040039e-02,-1.349489688873291016e-01,1.036096177995204926e-02,1.083379611372947693e-01,-1.705084741115570068e-02,-2.550204098224639893e-02,-5.291257053613662720e-02,-8.354154974222183228e-02,5.411669239401817322e-02,-7.054831832647323608e-02,-4.993666335940361023e-02,4.908678587526082993e-03,-1.642569899559020996e-01,8.550777286291122437e-02,4.304211761336773634e-04,2.048670314252376556e-02,8.601175993680953979e-02,8.292625658214092255e-03,1.443113852292299271e-02,-6.877448409795761108e-02,-8.298513293266296387e-02,1.676819771528244019e-01,-1.265877634286880493e-01,1.138807237148284912e-01,-5.679788440465927124e-02,-5.824367329478263855e-02,-4.370913654565811157e-02,-6.441612541675567627e-02,-1.509148627519607544e-01,4.580468684434890747e-02,-1.039119213819503784e-01,1.073493510484695435e-01,-1.292308233678340912e-02,-7.093822211027145386e-02,-1.611173711717128754e-02,-9.544087201356887817e-02,6.946340948343276978e-02,6.038487888872623444e-03,-3.457427257671952248e-03,-3.480665385723114014e-02,9.415391832590103149e-03,4.517403617501258850e-02,-4.630211740732192993e-02,-1.946277543902397156e-02,5.436988547444343567e-02
2.732099033892154694e-02,8.367268741130828857e-02,-1.006221175193786621e-01,2.940306253731250763e-02,5.195333436131477356e-02,5.255953967571258545e-02,-1.394779831171035767e-01,9.969434142112731934e-02,6.546342372894287109e-02,1.416216641664505005e-01,3.241544961929321289e-02,-8.520323038101196289e-02,7.750526815652847290e-02,-1.543640047311782837e-01,-1.583831384778022766e-03,-1.043505817651748657e-01,6.317825615406036377e-02,2.745969407260417938e-02,4.378393292427062988e-02,1.553619951009750366e-01,1.224437355995178223e-01,3.920962288975715637e-02,5.426694452762603760e-02,-4.940009489655494690e-02,1.569831185042858124e-02,-2.215571142733097076e-02,-2.777384035289287567e-02,-1.976498067378997803e-01,3.447372466325759888e-03,-3.377193212509155273e-02,7.471413817256689072e-03,-1.122610643506050110e-01,-2.857423573732376099e-02,2.285898290574550629e-02,-1.137456297874450684e-02,6.751449406147003174e-02,5.187099426984786987e-02,-9.601002931594848633e-02,-1.580906473100185394e-02,-3.143375739455223083e-02,1.453689020127058029e-02,-9.070086292922496796e-03,5.465612560510635376e-02,9.726288914680480957e-02,-6.256929039955139160e-02,8.424770832061767578e-02,2.387771755456924438e-02,5.030184984207153320e-03,2.838527411222457886e-02,5.224368348717689514e-02,1.135318577289581299e-01
1.585443317890167236e-02,-2.828708477318286896e-02,-6.587883830070495605e-02,1.534465793520212173e-02,4.587084427475929260e-02,1.807428598403930664e-01,7.764697819948196411e-02,-3.320135921239852905e-02,-3.326006978750228882e-02,-3.934123739600181580e-02,1.312084197998046875e-01,2.252611219882965088e-01,-1.345830559730529785e-01,9.483264386653900146e-02,1.074118912220001221e-01,4.786563664674758911e-02,-8.032911270856857300e-02,3.680552169680595398e-02,3.147521242499351501e-02,-2.605849876999855042e-02,-6.110177189111709595e-02,-1.468956321477890015e-01,-4.327373579144477844e-03,-1.885452568531036377e-01,-5.749747902154922485e-02,-2.803017571568489075e-02,8.604126982390880585e-03,-1.216972712427377701e-02,8.391205966472625732e-02,-1.358026266098022461e-01,1.739985495805740356e-01,3.549353778362274170e-02,-2.975875698029994965e-02,-1.236480399966239929e-01,-6.482557952404022217e-02,5.579849705100059509e-02,4.071332141757011414e-02,-1.148699745535850525e-01,-1.521245483309030533e-02,7.969518005847930908e-02,6.791045516729354858e-02,1.151557266712188721e-01,-7.615444809198379517e-02,1.130387634038925171e-01,-1.870606327429413795e-03,1.776597928255796432e-04,-1.114161461591720581e-01,-2.619624836370348930e-03,-1.074843704700469971e-01,7.413349300622940063e-02,-3.505705669522285461e-02
-1.118616759777069092e-01,-1.399024110287427902e-02,6.874686479568481445e-02,-7.153470814228057861e-02,7.141138613224029541e-02,8.343493938446044922e-02,7.133600115776062012e-02,-8.156288415193557739e-02,2.572355233132839203e-02,5.056116357445716858e-02,-7.297904044389724731e-02,-7.535313814878463745e-02,-2.534869872033596039e-02,1.701021753251552582e-02,1.783031076192855835e-01,-5.207849293947219849e-02,9.093005210161209106e-02,4.971549287438392639e-02,-2.554259002208709717e-01,3.280184790492057800e-02,-2.741339989006519318e-02,-2.069756388664245605e-02,1.114476099610328674e-01,9.645455516874790192e-03,-1.566616073250770569e-02,-8.488403260707855225e-02,4.747597500681877136e-02,1.693636924028396606e-01,1.954145729541778564e-02,1.361124664545059204e-01,-5.388222634792327881e-02,-7.348854839801788330e-02,6.223099678754806519e-02,-4.520819522440433502e-03,-1.870885640382766724e-01,9.680821001529693604e-02,-5.334925279021263123e-02,3.473261371254920959e-02,-2.051490172743797302e-02,-4.193114489316940308e-02,-9.817230701446533203e-02,-7.585924863815307617e-02,-1.280512567609548569e-02,8.599229156970977783e-02,7.069688290357589722e-02,1.116028428077697754e-01,8.241546154022216797e-02,2.164658653782680631e-04,-3.110443614423274994e-02,3.345886617898941040e-02,8.212968707084655762e-03
